name,price,det,link
Pro'sKit® UCP-376TX - 4P/6P/8P Telecom Network Crimping Tool,850.00 EGP,Made in Taiwan,/shop/ucp376tx-telecom-crimping-pro-skit-r-ucp-376tx-4p-6p-8p-telecom-network-crimping-tool-7416?page=38
TIP Set 6 in 1 Lead-Free Soldering Iron Tips,195.00 EGP,"For Models: 878D, 936D, 996D, 909D+, 908B, 900M, 933, 850, 907, 913, 951, 898D, 852D+, 852D or any compatible models.",/shop/tip-hot-6x1-tip-set-6-in-1-lead-free-soldering-iron-tips-7415?page=38
RTH-38A Ratchet Wrench Tool Set (38-Piece),650.00 EGP,No description,/shop/rth-38a-rth-38a-ratchet-wrench-tool-set-38-piece-7414?page=38
RT-F021 3x150 Needle Files 6-Piece Set,300.00 EGP,,/shop/rt-f021-file-set-rt-f021-3x150-needle-files-6-piece-set-7413?page=38
RH001 Small Aluminum Table Vise - Upscale Movable Bench VISE,475.00 EGP,,/shop/rh001-vise-rh001-small-aluminum-table-vise-upscale-movable-bench-vise-7412?page=38
PD-032AL Glass 10X Long Magnifier With Adjustable Brightness LED,"1,850.00 EGP",10X Magnifying,/shop/pd032al-magnifier-pd-032al-glass-10x-long-magnifier-with-adjustable-brightness-led-7411?page=39
Digital Panel Meter Dual Reading Voltage & Current 100Vdc/10Adc - D27B,125.00 EGP,Size: 29x48 mm,/shop/panel-d27b-va-100v-10a-digital-panel-meter-dual-reading-voltage-current-100vdc-10adc-d27b-7410?page=39
HTC-1 Digital Room Thermometer with Humidity Indicator & Clock,200.00 EGP,No description,/shop/htc-1-htc-1-digital-room-thermometer-with-humidity-indicator-clock-7408?page=39
CXG936D Soldering Iron With Precision LCD Adjustable Temperature,"1,250.00 EGP",Ceramic Heater A1326 (220V 60W),/shop/cxg-936d-cxg936d-soldering-iron-with-precision-lcd-adjustable-temperature-7407?page=39
UT383 Mini Luminometer Light Meter - LUX Meters,450.00 EGP,UNI-T Brand,/shop/avo-ut383-unit-ut383-mini-luminometer-light-meter-lux-meters-7404?page=39
UTG2025A UNI-T Function/Arbitrary Waveform Generator 25MHz,"11,250.00 EGP",UNI-T Brand,/shop/avo-utg2025a-unit-utg2025a-uni-t-function-arbitrary-waveform-generator-25mhz-7401?page=39
USB Cable Shielded 0.5m,28.00 EGP,USB A To USB B Cable,/shop/usb-cable-50cm-usb-cable-shielded-0-5m-7399?page=39
Servo Motor PTZ Pan/Tilt Bracket Platform Anti-vibration,30.00 EGP,"For Micro Servo SG90, FS90MG & MG90S",/shop/servo-ptz-servo-motor-ptz-pan-tilt-bracket-platform-anti-vibration-7398?page=39
MG996R Servo Motor 180° 11 kg.cm Metal Gears,200.00 EGP,Common model Servo 180 Degree,/shop/servo-mg996-180-mg996r-servo-motor-180deg-11-kg-cm-metal-gears-7397?page=39
MG90S Micro Servo Motor 360° 2.2 kg.cm Metal Gears,175.00 EGP,Common model Servo 360 Degree - Full Metal Gear,/shop/servo-mg90s-360-mg90s-micro-servo-motor-360deg-2-2-kg-cm-metal-gears-7396?page=39
POT3590S - 5KΩ (502L) Rotary Wirewound Precision Potentiometer 10 Turns,95.00 EGP,5Kohm,/shop/pot-3590s-2-502l-5k-pot3590s-5ko-502l-rotary-wirewound-precision-potentiometer-10-turns-7395?page=39
POT3590S - 20KΩ (203L) Rotary Wirewound Precision Potentiometer 10 Turns,95.00 EGP,20Kohm,/shop/pot-3590s-2-203l-20k-pot3590s-20ko-203l-rotary-wirewound-precision-potentiometer-10-turns-7394?page=39
POT3590S - 10KΩ (103L) Rotary Wirewound Precision Potentiometer 10 Turns,95.00 EGP,10Kohm,/shop/pot-3590s-2-103l-10k-pot3590s-10ko-103l-rotary-wirewound-precision-potentiometer-10-turns-7393?page=39
Lead Screw T8 Extra ANTI BACKLASH Brass Nut 8mm,125.00 EGP,For leadscrew T8,/shop/ls-t8-nut-anti-lead-screw-t8-extra-anti-backlash-brass-nut-8mm-7392?page=39
Lead Screw T8 Extra Brass Nut 8mm,45.00 EGP,For leadscrew T8,/shop/ls-t8-nut-lead-screw-t8-extra-brass-nut-8mm-7391?page=39
MF 4pin - 2.8mm Electrical Plug Connector Male & Female Nylon,5.00 EGP,No description,/shop/mf-2-8mm-nylon-4pin-mf-4pin-2-8mm-electrical-plug-connector-male-female-nylon-7390?page=39
MF 3pin - 2.8mm Electrical Plug Connector Male & Female Nylon,4.50 EGP,No description,/shop/mf-2-8mm-nylon-3pin-mf-3pin-2-8mm-electrical-plug-connector-male-female-nylon-7389?page=39
MF 2pin - 2.8mm Electrical Plug Connector Male & Female Nylon,4.00 EGP,,/shop/mf-2-8mm-nylon-2pin-mf-2pin-2-8mm-electrical-plug-connector-male-female-nylon-7388?page=39
GX25-5 Pole Metal Male Female Panel Chassis Connector,250.00 EGP,No description,/shop/gx25-5pin-gx25-5-pole-metal-male-female-panel-chassis-connector-7387?page=39
GX25-4 Pole Metal Male Female Panel Chassis Connector,235.00 EGP,No description,/shop/gx25-4pin-gx25-4-pole-metal-male-female-panel-chassis-connector-7386?page=39
GX25-3 Pole Metal Male Female Panel Chassis Connector,225.00 EGP,No description,/shop/gx25-3pin-gx25-3-pole-metal-male-female-panel-chassis-connector-7385?page=39
GX25-2 Pole Metal Male Female Panel Chassis Connector,200.00 EGP,No description,/shop/gx25-2pin-gx25-2-pole-metal-male-female-panel-chassis-connector-7384?page=39
DIP Switch 8 Way Long Leg - DI08H,18.00 EGP,HIGH QUALITY,/shop/di08h-8way-dip-switch-8-way-long-leg-di08h-7383?page=39
Battery Holder 3x18650,18.00 EGP,No description,/shop/battery-holder-18650x3-battery-holder-3x18650-7382?page=39
Battery Holder 2x18650,12.00 EGP,No description,/shop/battery-holder-18650x2-battery-holder-2x18650-7381?page=39
Battery Holder 1x18650,8.00 EGP,No description,/shop/battery-holder-18650x1-battery-holder-1x18650-7380?page=39
Switch 16mm Wire Plug Connector,38.00 EGP,No description,/shop/pb-16-wire-switch-16mm-wire-plug-connector-7379?page=39
Metal Switch 16mm Waterproof Metal with POWER Symbol Red LED,145.00 EGP,"3A/250VAC
IP67 Industrial Grade",/shop/pb-16-m-power-metal-switch-16mm-waterproof-metal-with-power-symbol-red-led-7378?page=39
Metal Switch 12mm Waterproof Metal with POWER Symbol Red LED,125.00 EGP,"2A/250VAC
IP67 Industrial Grade",/shop/pb-12-m-power-metal-switch-12mm-waterproof-metal-with-power-symbol-red-led-7377?page=39
Wall Power Adapter Micro USB Output 5Vdc 3A,200.00 EGP,No description,/shop/rpi3-adaptor-micro-5v3a-wall-power-adapter-micro-usb-output-5vdc-3a-7374?page=39
Clear Acrylic Case For W1209,25.00 EGP,No description,/shop/box-w1209-kit-clear-acrylic-case-for-w1209-7373?page=40
Enclosure For Raspberry Pi ZERO/ZERO W/ZERO W2 - Clear Case,125.00 EGP,No description,/shop/box-rpi-zero-enclosure-for-raspberry-pi-zero-zero-w-zero-w2-clear-case-7372?page=40
Battery 3.7V 18650 Lithium Rechargeable With CCC Certificate,95.00 EGP,"Actual capacity is 2000 mAh
Brand New Li-Ion Battery",/shop/battery-18650-2000-battery-3-7v-18650-lithium-rechargeable-with-ccc-certificate-7371?page=40
CS-M22331 NEMA-23 High Speed Closed Loop Stepper Motor - Leadshine® Brand,"4,000.00 EGP","Holding Torque: 3.1 N.m
Current /phase: 5 A",/shop/cs-md22331-cs-m22331-nema-23-high-speed-closed-loop-stepper-motor-leadshine-r-brand-7370?page=40
CS-M23480 NEMA-34 High Speed Closed Loop Stepper Motor - Leadshine® Brand,"4,500.00 EGP","Holding Torque: 8 N.m
Current /phase: 6 A",/shop/cs-m23480-cs-m23480-nema-34-high-speed-closed-loop-stepper-motor-leadshine-r-brand-7369?page=40
CS-D508 - Closed Loop Stepper Motor Driver - Leadshine® Brand,"3,250.00 EGP","Input 20~50 Vdc Supply Voltage, Max Output Current 8A",/shop/cs-d508-cs-d508-closed-loop-stepper-motor-driver-leadshine-r-brand-7367?page=40
CS-D1008 - Closed Loop Stepper Motor Driver - Leadshine® Brand,"4,500.00 EGP","Input 20~100 Vdc Supply Voltage, Max Output Current 8A",/shop/cs-d1008-cs-d1008-closed-loop-stepper-motor-driver-leadshine-r-brand-7366?page=40
CS-RZ5M0 Closed Loop Motor (Power Cable) 5m,750.00 EGP,"High-quality cable for Closed Loop Stepper Motor
Leadshine® Brand",/shop/cs-cable-rz5m0-cs-rz5m0-closed-loop-motor-power-cable-5m-7365?page=40
CS-RZ3M0 Closed Loop Motor (Power Cable) 3m,475.00 EGP,"High-quality cable for Closed Loop Stepper Motor
Leadshine® Brand",/shop/cs-cable-rz3m0-cs-rz3m0-closed-loop-motor-power-cable-3m-7364?page=40
CS-BM5M5 Closed Loop Motor (Encoder Cable) 5m,750.00 EGP,"High-quality cable for Closed Loop Stepper Motor
Leadshine® Brand",/shop/cs-cable-bm5m5-cs-bm5m5-closed-loop-motor-encoder-cable-5m-7363?page=40
CS-BM3M0 Closed Loop Motor (Encoder Cable) 3m,475.00 EGP,"High-quality cable for Closed Loop Stepper Motor
Leadshine® Brand",/shop/cs-cable-bm3m0-cs-bm3m0-closed-loop-motor-encoder-cable-3m-7362?page=40
Plum Flexible Coupling Size L30xD25mm - Inner Diameters 8x10mm,375.00 EGP,Made of high-quality materials,/shop/coupling-b-8x10mm-plum-flexible-coupling-size-l30xd25mm-inner-diameters-8x10mm-7361?page=40
"Long Flex/Bending Sensor 4.5"" (114mm)","1,250.00 EGP",,/shop/sf8606-long-flex-bending-sensor-4-5-114mm-7360?page=40
MF 2.8mm Male Terminals Wiring Connectors - Gold,1.00 EGP,No description,/shop/mf-2-8mm-termila-male-mf-2-8mm-male-terminals-wiring-connectors-gold-7358?page=40
MF 2.8mm Female Terminals Wiring Connectors - Gold,1.00 EGP,,/shop/mf-2-8mm-termila-female-mf-2-8mm-female-terminals-wiring-connectors-gold-7357?page=40
MF 9pin - 2.8mm Electrical Plug Connector Male & Female Nylon,7.00 EGP,No description,/shop/mf-2-8mm-nylon-9pin-mf-9pin-2-8mm-electrical-plug-connector-male-female-nylon-7356?page=40
MF 6pin - 2.8mm Electrical Plug Connector Male & Female Nylon,5.50 EGP,No description,/shop/mf-2-8mm-nylon-6pin-mf-6pin-2-8mm-electrical-plug-connector-male-female-nylon-7355?page=40
Endless Wire DC Female 2.1mm Standard Plug 25cm,6.00 EGP,,/shop/wire-dc-female-endless-wire-dc-female-2-1mm-standard-plug-25cm-7354?page=40
Endless Wire DC Male 2.1mm Standard Plug 25cm,5.00 EGP,No description,/shop/wire-dc-male-endless-wire-dc-male-2-1mm-standard-plug-25cm-7353?page=40
Electric Drill & Grinding 240W,850.00 EGP,With Variable Speed 8000 ~ 32000 RPM,/shop/drill-dremel-general-electric-drill-grinding-240w-7352?page=40
IDC18 Female (FC18-Cable),5.00 EGP,No description,/shop/fc18-cable-idc18-female-fc18-cable-7349?page=40
Banana Male Plug 4 mm - Yellow Color (AD89),25.00 EGP,Solder & Stackable Type,/shop/ad89-yellow-banana-male-plug-4-mm-yellow-color-ad89-7348?page=40
Banana Male Plug 4 mm - Green Color (AD89),25.00 EGP,Solder & Stackable Type,/shop/ad89-green-banana-male-plug-4-mm-green-color-ad89-7347?page=40
Stackable Banana Male Plug 4 mm - Black Color (AD88),15.00 EGP,Solder & Stackable Type,/shop/ad88-black-stackable-banana-male-plug-4-mm-black-color-ad88-7346?page=40
PR30-15DN Inductive Proximity Switch NPN NO,275.00 EGP,15mm Detection Distance - Metal Sensor,/shop/sen-pr30-15dn-pr30-15dn-inductive-proximity-switch-npn-no-7345?page=40
SMD ATMEGA328P-U,150.00 EGP,8-bit AVR with 32K Bytes of ISP Flash,/shop/smd-atmega328-smd-atmega328p-u-7344?page=40
TM619H-2/220Vac Timer Switch 30A/220Vac,400.00 EGP,16 Programmable timer ON/OFF,/shop/tm619h-220vav-30a-timer-tm619h-2-220vac-timer-switch-30a-220vac-7343?page=40
RE47 Solid State Relay SSR-40DA,150.00 EGP,40A Input 3~32Vdc / Output 24~380Vac,/shop/re47-re47-solid-state-relay-ssr-40da-7341?page=40
RE46 Solid State Relay SSR-25DA,125.00 EGP,25A Input 3~32Vdc / Output 24~380Vac,/shop/re46-re46-solid-state-relay-ssr-25da-7340?page=40
RE45 Solid State Relay 5Vdc-2A,45.00 EGP,G3MB-202P,/shop/re45-re45-solid-state-relay-5vdc-2a-7339?page=40
TM4C1294XL TI LaunchPad Tiva C Evaluation Kit,"3,750.00 EGP",No description,/shop/tiva-tm4c1294xl-tm4c1294xl-ti-launchpad-tiva-c-evaluation-kit-7338?page=41
Electric Solenoid Lock 12Vdc 600mA,275.00 EGP,Door Lock,/shop/solenoid-lock-12vdc-electric-solenoid-lock-12vdc-600ma-7337?page=41
Multi Servo Tester 3CH - ESC,85.00 EGP,No description,/shop/servo-tester-multi-servo-tester-3ch-esc-7336?page=41
YS-17 Flame Sensor 5mm,4.00 EGP,No description,/shop/sen-ys17-flame-5mm-ys-17-flame-sensor-5mm-7335?page=41
Color Sensor TCS3200,300.00 EGP,No description,/shop/sen-color-tcs3200-color-sensor-tcs3200-7333?page=41
W1209 Programmable Temperature Control Switch Relay,100.00 EGP,Thermostat Switch,/shop/kit-w1209-temp-control-w1209-programmable-temperature-control-switch-relay-7331?page=41
Kit Timer 12Vdc - LED Automatic Control Switch Relay Module,295.00 EGP,,/shop/kit-timer-12vdc-kit-timer-12vdc-led-automatic-control-switch-relay-module-7330?page=41
TR-02 Arduino Basic Starter Kit - Sensors Training Learning Kit,"1,450.00 EGP",,/shop/kit-t02-tr-02-arduino-basic-starter-kit-sensors-training-learning-kit-7329?page=41
Ultrasonic Sensor Stand Mounting Bracket Holder for HC-SR04 - Blue,15.00 EGP,,/shop/kit-stand-blue-ultrasonic-sensor-stand-mounting-bracket-holder-for-hc-sr04-blue-7328?page=41
Sensor Kit 46 in 1 For Arduino & Microcontrollers,"1,450.00 EGP",No description,/shop/kit-sensor-46-in-1-sensor-kit-46-in-1-for-arduino-microcontrollers-7327?page=41
LASER Receiver Rx Sensor Module,75.00 EGP,No description,/shop/kit-laser-rx-laser-receiver-rx-sensor-module-7326?page=41
RC522 RFID 13.56MHz Read/Write Card Reader,110.00 EGP,,/shop/kit-rfid-rc522-rc522-rfid-13-56mhz-read-write-card-reader-7325?page=41
Kit Resistor 1/4W - 450 Carbon Resistors 5% Tolerance 1/4W,75.00 EGP,,/shop/kit-resistor-450-kit-resistor-1-4w-450-carbon-resistors-5-tolerance-1-4w-7324?page=41
PCA9685 16-Channel 12-bit PWM Servo Motor Driver I2C Module for Arduino,210.00 EGP,,/shop/kit-pwm-pca9685-pca9685-16-channel-12-bit-pwm-servo-motor-driver-i2c-module-for-arduino-7323?page=41
PWM 40A Motor Speed Control Switch Manual (10Vdc to 50Vdc),750.00 EGP,No description,/shop/kit-pwm-40a-pwm-40a-motor-speed-control-switch-manual-10vdc-to-50vdc-7322?page=41
PWM 10A Motor Speed Control Switch Manual (12Vdc to 40Vdc),150.00 EGP,,/shop/kit-pwm-10a-pwm-10a-motor-speed-control-switch-manual-12vdc-to-40vdc-7321?page=41
Finger Pulse Rate Sensor - Heart Rate Sensor,150.00 EGP,,/shop/kit-pulse-rate-finger-pulse-rate-sensor-heart-rate-sensor-7320?page=41
Kit Photo Encoder - Motor Speed Sensor Module Circuit,35.00 EGP,No description,/shop/kit-photo-encoder-kit-photo-encoder-motor-speed-sensor-module-circuit-7319?page=41
PN532 NFC Read/Write RFID Module 13.56MHz,250.00 EGP,No description,/shop/kit-nfc-pn532-red-pn532-nfc-read-write-rfid-module-13-56mhz-7318?page=41
PN532 NFC Precise RFID IC Card Reader Module 13.56MHz,400.00 EGP,"SPI Interface, Standard Raspberry Pi 20pins Interface",/shop/kit-nfc-pn532-blue-pn532-nfc-precise-rfid-ic-card-reader-module-13-56mhz-7317?page=41
MQ-8 (H₂) Hydrogen Gas Sensor Module,90.00 EGP,,/shop/kit-mq8-mq-8-h2-hydrogen-gas-sensor-module-7316?page=41
MQ-7 (CO) Carbon Monoxide Gas Sensor Module,85.00 EGP,,/shop/kit-mq7-mq-7-co-carbon-monoxide-gas-sensor-module-7315?page=41
"MQ-5 LPG, Natural Gas & Town Gas Sensor Module",85.00 EGP,,/shop/kit-mq5-mq-5-lpg-natural-gas-town-gas-sensor-module-7314?page=41
MQ-3 Alcohol Ethanol Detection Sensor Module,85.00 EGP,,/shop/kit-mq3-mq-3-alcohol-ethanol-detection-sensor-module-7313?page=41
MQ-135 Sensor Air Quality Sensor Hazardous Gas Detection Module,90.00 EGP,No description,/shop/kit-mq135-mq-135-sensor-air-quality-sensor-hazardous-gas-detection-module-7312?page=41
DFRobot Original DFPlayer MP3 Mini Player for Arduino or Microcontrollers,495.00 EGP,No description,/shop/kit-mp3-m87-dfrobot-original-dfplayer-mp3-mini-player-for-arduino-or-microcontrollers-7311?page=41
Raindrop Sensor Module - Water Sensor (SKU#M44),60.00 EGP,,/shop/kit-m44-rain-sensor-raindrop-sensor-module-water-sensor-sku-m44-7309?page=41
Load Cell 50Kg Weight Sensor - Strain Gauge,350.00 EGP,No description,/shop/kit-load-cell-50kg-load-cell-50kg-weight-sensor-strain-gauge-7308?page=41
Load Cell 40Kg Weight Sensor - Strain Gauge,275.00 EGP,No description,/shop/kit-load-cell-40kg-load-cell-40kg-weight-sensor-strain-gauge-7307?page=41
Load Cell 20Kg Weight Sensor - Strain Gauge,200.00 EGP,No description,/shop/kit-load-cell-20kg-load-cell-20kg-weight-sensor-strain-gauge-7306?page=41
Load Cell 100Kg Weight Sensor - Strain Gauge,750.00 EGP,,/shop/kit-load-cell-100kg-load-cell-100kg-weight-sensor-strain-gauge-7305?page=42
High Power LED Module 3W - White,60.00 EGP,,/shop/kit-led-3w-high-power-led-module-3w-white-7304?page=42
KP-301 Standard Matrix PCB Key Pad 3x4 Press,110.00 EGP,No description,/shop/kit-kp-301-kp-301-standard-matrix-pcb-key-pad-3x4-press-7303?page=42
KP-300 Standard Matrix PCB Key Pad 4x4 Press,150.00 EGP,No description,/shop/kit-kp-300-kp-300-standard-matrix-pcb-key-pad-4x4-press-7302?page=42
KP-200 Standard Matrix Key Pad 4x4 Flat (Numerical Shape) Grade B,30.00 EGP,,/shop/kit-kp-200-kp-200-standard-matrix-key-pad-4x4-flat-numerical-shape-grade-b-7301?page=42
KP-202 Standard Matrix Key Pad 3x4 Flat - Grade B,25.00 EGP,,/shop/kit-kp-202-kp-202-standard-matrix-key-pad-3x4-flat-grade-b-7300?page=42
KP-101 Standard Matrix Key Pad 4x4 Flat (Keyboard Shape) Original 3M,95.00 EGP,,/shop/kit-kp-101-kp-101-standard-matrix-key-pad-4x4-flat-keyboard-shape-original-3m-7298?page=42
KP-100 Standard Matrix Key Pad 4x4 Flat (Numerical Shape) Original 3M,95.00 EGP,,/shop/kit-kp-100-kp-100-standard-matrix-key-pad-4x4-flat-numerical-shape-original-3m-7296?page=42
Acrylic Holder for BB801 Breadboard & Arduino UNO With Screws (Just Acrylic Holder),40.00 EGP,,/shop/kit-holder-bb801-acrylic-holder-for-bb801-breadboard-arduino-uno-with-screws-just-acrylic-holder-7294?page=42
Expansion Board for Arduino Nano,85.00 EGP,,/shop/kit-expantion-nano-expansion-board-for-arduino-nano-7292?page=42
ESP-01S WiFi Serial TTL Module - Updated Version,145.00 EGP,ESP8266 Updated Version (AI-Thinker Brand) - 1MB Flash Memory,/shop/kit-esp01s-esp-01s-wifi-serial-ttl-module-updated-version-7291?page=42
Drv8825 Stepper Motor Driver,95.00 EGP,,/shop/kit-drv8825-driver-drv8825-stepper-motor-driver-7290?page=42
DC Motor Driver BTS7960 Single Channel 43A,550.00 EGP,H-bridge Controller DC 5.5~27V,/shop/kit-driver-dc-bts7960-dc-motor-driver-bts7960-single-channel-43a-7289?page=42
DIY Kit LM317 Adjustable Voltage Power Supply,295.00 EGP,,/shop/kit-diy-ps-lm317t-diy-kit-lm317-adjustable-voltage-power-supply-7287?page=42
DIY Kit Adjustable DC Regulated Power Supply (0~30V & 0~3A),385.00 EGP,,/shop/kit-diy-ps-30v-3a-diy-kit-adjustable-dc-regulated-power-supply-0-30v-0-3a-7286?page=42
DIY Digital Hand Watch,300.00 EGP,No description,/shop/kit-diy-hand-watch-diy-digital-hand-watch-7285?page=42
DIY 4 Digit LED E-Clock - Temperature Light Control Version,400.00 EGP,No description,/shop/kit-diy-clock-diy-4-digit-led-e-clock-temperature-light-control-version-7284?page=42
SCR Dimmer 5000W 220Vac Dimming Thermostat,275.00 EGP,No description,/shop/kit-dimmer-220vac-5000w-scr-dimmer-5000w-220vac-dimming-thermostat-7283?page=42
DC-DC Step Down Voltage Converter 2A USB With Voltmeter (4.5V~40Vdc to Fixed Output 5V/2A) SKU#DC302,150.00 EGP,BUCK Converter,/shop/dc-dc-302-dc-dc-step-down-voltage-converter-2a-usb-with-voltmeter-4-5v-40vdc-to-fixed-output-5v-2a-sku-dc302-7282?page=42
DC-DC Step Down Voltage Converter 2A USB (9V/12V/24Vdc to Fixed Output 5V/2A) SKU#DC301,60.00 EGP,BUCK Converter,/shop/dc-dc-301-dc-dc-step-down-voltage-converter-2a-usb-9v-12v-24vdc-to-fixed-output-5v-2a-sku-dc301-7281?page=42
DC-DC Step Up Voltage Converter 0.6A Mini (1~5Vdc to Fixed Output 5V/600mA) SKU#DC300,45.00 EGP,Boost Converter,/shop/dc-dc-300-dc-dc-step-up-voltage-converter-0-6a-mini-1-5vdc-to-fixed-output-5v-600ma-sku-dc300-7280?page=42
4 Output Channel SSR Solid State Relay 5V Module (SKU#KIT.D14),295.00 EGP,Active at HIGH Level,/shop/kit-d14-solid-4relay-4-output-channel-ssr-solid-state-relay-5v-module-sku-kit-d14-7279?page=42
AC/DC 5A Current Sensor Module ACS712-5A,100.00 EGP,Hall Current Sensor Module,/shop/kit-cs-dc-5a-acs712-ac-dc-5a-current-sensor-module-acs712-5a-7278?page=42
AC/DC 30A Current Sensor Module ACS712-30A,110.00 EGP,Hall Current Sensor Module,/shop/kit-cs-dc-30a-acs712-ac-dc-30a-current-sensor-module-acs712-30a-7277?page=42
AC 5A Current Sensor Module,75.00 EGP,Single-Phase Current Transformer,/shop/kit-cs-ac-5a-ac-5a-current-sensor-module-7276?page=42
AC 100A Current Sensor Module (SCT013) 100A/50mA,350.00 EGP,Split Core Current Transformer,/shop/kit-cs-ac-100a-ac-100a-current-sensor-module-sct013-100a-50ma-7275?page=42
OV7670 Camera Module,175.00 EGP,,/shop/kit-camera-ov7670-ov7670-camera-module-7274?page=42
HC-06 Bluetooth Module,200.00 EGP,,/shop/kit-bluetooth-hc06-hc-06-bluetooth-module-7273?page=42
Battery Power level indicator (SKU#KA2284),50.00 EGP,Battery Indicator Pro Audio level indicator module,/shop/kit-indicator-ka2284-battery-power-level-indicator-sku-ka2284-7272?page=42
ATTINY85 USB Development Board,250.00 EGP,No description,/shop/kit-attiny85-attiny85-usb-development-board-7271?page=42
3D Printer Heatbed PCB MK2B 12/24V for RepRap (SKU#3D1006),300.00 EGP,214 x 214 mm Dual Supply,/shop/kit-3d-1006-3d-printer-heatbed-pcb-mk2b-12-24v-for-reprap-sku-3d1006-7270?page=43
3D Printer Cartridge Heater RepRap 12V 40W (SKU#3D1005),75.00 EGP,,/shop/kit-3d-1005-3d-printer-cartridge-heater-reprap-12v-40w-sku-3d1005-7269?page=43
3D Printer Optical End Stop Switch Module For RAMPS (SKU#3D1004),50.00 EGP,,/shop/kit-3d-1004-3d-printer-optical-end-stop-switch-module-for-ramps-sku-3d1004-7268?page=43
3D Printer Mechanical End Stop Switch Module For RAMPS (SKU#3D1003),25.00 EGP,,/shop/kit-3d-1003-3d-printer-mechanical-end-stop-switch-module-for-ramps-sku-3d1003-7267?page=43
RAMPS LCD 128x64 Smart LCD Controller with SD Card interface (SKU#3D1002),550.00 EGP,,/shop/kit-3d-1002-ramps-lcd-128x64-smart-lcd-controller-with-sd-card-interface-sku-3d1002-7266?page=43
RAMPS LCD2004 4x20 Controller with SD Card Interface - for 3D Printers (SKU#3D1001),400.00 EGP,,/shop/kit-3d-1001-ramps-lcd2004-4x20-controller-with-sd-card-interface-for-3d-printers-sku-3d1001-7265?page=43
RAMPS 1.4 RepRap 3D Printer Arduino Mega2560 Shield (SKU#3D1000),200.00 EGP,No description,/shop/kit-3d-1000-ramps-1-4-reprap-3d-printer-arduino-mega2560-shield-sku-3d1000-7264?page=43
Water Pump12Vdc With In/Out Outlet,200.00 EGP,No description,/shop/dc-pump-12vdc-water-pump12vdc-with-in-out-outlet-7263?page=43
DC-DC Step Up Voltage Converter Adjustable 6A 150W (10~32Vdc to 12~35Vdc) SKU#DC201,150.00 EGP,Boost Converter,/shop/dc-dc-201-dc-dc-step-up-voltage-converter-adjustable-6a-150w-10-32vdc-to-12-35vdc-sku-dc201-7262?page=43
DC-DC Step Up Voltage Converter Adjustable 2.5A XL6009 (3~34Vdc to 4~35Vdc) SKU#DC200,55.00 EGP,Boost Converter,/shop/dc-dc-200-dc-dc-step-up-voltage-converter-adjustable-2-5a-xl6009-3-34vdc-to-4-35vdc-sku-dc200-7261?page=43
DC-DC Step Down Voltage Converter Adjustable 5A XL4015 + USB (4.8V~38Vdc to 1.25V~36Vdc) SKU#DC103,175.00 EGP,Buck Voltage Converter,/shop/dc-dc-103-dc-dc-step-down-voltage-converter-adjustable-5a-xl4015-usb-4-8v-38vdc-to-1-25v-36vdc-sku-dc103-7260?page=43
DC-DC Step Down Voltage Converter Adjustable 5A XL4015 (4.8V~38Vdc to 1.25V~36Vdc) SKU#DC102,150.00 EGP,Buck Voltage Converter,/shop/dc-dc-102-dc-dc-step-down-voltage-converter-adjustable-5a-xl4015-4-8v-38vdc-to-1-25v-36vdc-sku-dc102-7259?page=43
DC-DC Step Down Voltage Converter Adjustable 5A XL4015 (5V~32Vdc to 0.8V~30Vdc) SKU#DC101,95.00 EGP,Buck Voltage Converter,/shop/dc-dc-101-dc-dc-step-down-voltage-converter-adjustable-5a-xl4015-5v-32vdc-to-0-8v-30vdc-sku-dc101-7258?page=43
DC-DC Step Down Voltage Converter Adjustable 3A LM2596S (4~38Vdc to 1.5~35Vdc) SKU#DC100,50.00 EGP,Buck Voltage Converter,/shop/dc-dc-100-dc-dc-step-down-voltage-converter-adjustable-3a-lm2596s-4-38vdc-to-1-5-35vdc-sku-dc100-7257?page=43
Clear Acrylic Case Enclosure for Arduino UNO,40.00 EGP,Project Case for Arduino,/shop/box-uno-clear-acrylic-case-enclosure-for-arduino-uno-7256?page=43
Clear Acrylic Case Enclosure for Arduino MEGA2560,45.00 EGP,Project Case for Arduino,/shop/box-mega-clear-acrylic-case-enclosure-for-arduino-mega2560-7255?page=43
BB-601 Breadboard 170 Tie Point - Green,15.00 EGP,No description,/shop/bb601-green-bb-601-breadboard-170-tie-point-green-7253?page=43
AC-DC 5V 700mA 3.5W Step Down Isolated Switching Power Supply Module,75.00 EGP,,/shop/ac-dc-5v-750mah-ac-dc-5v-700ma-3-5w-step-down-isolated-switching-power-supply-module-7251?page=43
WL901 Welding Soldering Iron Tip Cleaner,75.00 EGP,Brass Copper Ball Cleaning Tool,/shop/wl901-wl901-welding-soldering-iron-tip-cleaner-7250?page=43
TIP 900M-T-I Lead-Free Soldering Iron Tip سن ابرة عدل,30.00 EGP,"For Models: 878D, 936D, 996D, 909D+, 908B, 900M, 933, 850, 907, 913, 951, 898D, 852D+, 852D or any compatible models.",/shop/tip-hot-900m-t-i-tip-900m-t-i-lead-free-soldering-iron-tip-sn-br-dl-7249?page=43
SE880 - 80W Basic Soldering Iron CT-380,275.00 EGP,,/shop/wlxy-iorn-80w-se880-80w-basic-soldering-iron-ct-380-7248?page=43
