name,price,det,link
STM32F446RET6 NUCLEO-F446RE ARM STM32 Minimum System Development Board,"2,250.00 EGP",No description,/shop/kit-stm32f446ret6-stm32f446ret6-nucleo-f446re-arm-stm32-minimum-system-development-board-9248?page=11
STM32F407VET6 ARM STM32 Minimum System Development Board,"1,250.00 EGP",No description,/shop/kit-stm32f407vet6-stm32f407vet6-arm-stm32-minimum-system-development-board-9247?page=11
STM32F411CEU6 ARM STM32 Minimum System Development Board,295.00 EGP,The Black Pill,/shop/kit-stm32f411ceu6-stm32f411ceu6-arm-stm32-minimum-system-development-board-9246?page=11
Arduino UNO Rev3 SMD Chip (SMD35) - Clone,300.00 EGP,SMD MEGA328P + CH340 Original Chip,/shop/kit-arduino-uno-smd35-arduino-uno-rev3-smd-chip-smd35-clone-9245?page=11
Arduino UNO Rev3 (B50) - Clone,375.00 EGP,No description,/shop/kit-arduino-uno-b50-arduino-uno-rev3-b50-clone-9244?page=11
STC1000 12Vdc Thermostat Temperature Control,300.00 EGP,Thermometer Programmable Controller 12Vdc,/shop/stc1000-12vdc-temp-control-stc1000-12vdc-thermostat-temperature-control-9243?page=12
XM-18 220Vac Egg Incubator Programmable Controller Hygrostat Thermostat,"1,650.00 EGP","Full Automatic Control Multifunction Egg Incubator Thermostat Switch
With Temperature and Humidity Sensor Probe",/shop/kit-xm18-temp-control-xm-18-220vac-egg-incubator-programmable-controller-hygrostat-thermostat-9242?page=12
W3230 Panel Type Programmable Temperature Control Switch Relay,375.00 EGP,Thermostat Switch,/shop/kit-w3230-temp-control-w3230-panel-type-programmable-temperature-control-switch-relay-9241?page=12
W1219 Dual Display Programmable Temperature Control Switch Relay,165.00 EGP,Thermostat Switch,/shop/kit-w1219-temp-control-w1219-dual-display-programmable-temperature-control-switch-relay-9240?page=12
XH-A158 PAM8403 Bluetooth Dual Mini 5V Digital Audio Amplifier Board 2x5W,145.00 EGP,No description,/shop/kit-amp-a158-2pam8403-5w-xh-a158-pam8403-bluetooth-dual-mini-5v-digital-audio-amplifier-board-2x5w-9239?page=12
XH-M422 TPA3116D2 Bluetooth U-Disk TF Player Stereo Digital Audio Amplifier Board 2x50W,450.00 EGP,Dual Channel Stereo,/shop/kit-amp-m422-tpa3116-50w-xh-m422-tpa3116d2-bluetooth-u-disk-tf-player-stereo-digital-audio-amplifier-board-2x50w-9238?page=12
XH-M548 TPA3116D2 Bluetooth Stereo Digital Audio Amplifier Board 2x120W,550.00 EGP,Dual Channel Stereo,/shop/kit-amp-m548-tpa3116-120w-xh-m548-tpa3116d2-bluetooth-stereo-digital-audio-amplifier-board-2x120w-9237?page=12
XH-M567 TPA3116D2 Stereo Digital Audio Amplifier Board 2x80W,275.00 EGP,"Dual Channel Stereo
With Audio Plug Connector Output",/shop/kit-amp-m567-tpa3116-80w-xh-m567-tpa3116d2-stereo-digital-audio-amplifier-board-2x80w-9236?page=12
XH-M190 TDA3116D2 Class-D Stereo Digital Audio Amplifier Board 2x100W,375.00 EGP,Dual Channel Stereo,/shop/kit-amp-m190-tda3116-100w-xh-m190-tda3116d2-class-d-stereo-digital-audio-amplifier-board-2x100w-9235?page=12
"0.5MPa Pressure Transducer Transmitter Sensor G1/4"" Stainless Steel","1,250.00 EGP",Measure Fluid or Gas pressure up to 0.5MPa (5Bar),/shop/sen-pressure-0-5mpa-g1-4-0-5mpa-pressure-transducer-transmitter-sensor-g1-4-stainless-steel-9234?page=12
"1.2MPa Pressure Transducer Transmitter Sensor G1/4"" Stainless Steel","1,250.00 EGP",Measure Fluid or Gas pressure up to 1.2MPa (12Bar),/shop/sen-pressure-1-2mpa-g1-4-1-2mpa-pressure-transducer-transmitter-sensor-g1-4-stainless-steel-9233?page=12
"YF-B6 G3/4"" Water Flow Meter Sensor Copper",375.00 EGP,Brass Flowmeter G3/4 1-30L/min 5-15V,/shop/sen-yfb6-water-flow-yf-b6-g3-4-water-flow-meter-sensor-copper-9232?page=12
"YF-S201 G1/2"" Water Flow Meter Sensor",200.00 EGP,Flowmeter G1/2 1-30L/min 5-15V,/shop/sen-yfs201-water-flow-yf-s201-g1-2-water-flow-meter-sensor-9231?page=12
"OF05ZAT G3/8"" Flow Meter Sensor With High Precision Gear For High Density Liquids",950.00 EGP,"For Oil, Milk, Honey, Gasoline Oil, Deisel, and Any High-Density Liquids",/shop/sen-of05zat-3-8-flow-meter-of05zat-g3-8-flow-meter-sensor-with-high-precision-gear-for-high-density-liquids-9230?page=12
NADSTER® 85950 Digital Irrigation Programmable Garden Watering Timer With Large Screen,"1,200.00 EGP","Smart Outdoor Irrigation Time
Pipe Size 3/4""",/shop/garden-timer-85950-nadster-r-85950-digital-irrigation-programmable-garden-watering-timer-with-large-screen-9229?page=12
Square 2m Float Switch for Industrial Pump Tank Monitoring,200.00 EGP,No description,/shop/kit-tank-switch-square-2m-square-2m-float-switch-for-industrial-pump-tank-monitoring-9226?page=12
Elbow 90° L-Type Stainless Steel 100mm Double Float Tank Level Switch,400.00 EGP,Suitable for Food Industries,/shop/kit-tank-stainless-100mm-90-elbow-90deg-l-type-stainless-steel-100mm-double-float-tank-level-switch-9225?page=12
Stainless Steel 45mm High-Temperature Single Float Tank Level Switch,275.00 EGP,Suitable for Food Industries,/shop/kit-tank-stainless-45mm-stainless-steel-45mm-high-temperature-single-float-tank-level-switch-9224?page=12
Stainless Steel 100mm High-Temperature Single Float Tank Level Switch,350.00 EGP,Suitable for Food Industries,/shop/kit-tank-stainless-100mm-st-stainless-steel-100mm-high-temperature-single-float-tank-level-switch-9223?page=12
Ball Float Liquid Tank Level Switch with Anti-Corrosion Properties,150.00 EGP,"Working Voltage 0-220V
Water Level Sensor",/shop/kit-tank-level-ball-ball-float-liquid-tank-level-switch-with-anti-corrosion-properties-9222?page=12
Water Pump JT-750-12Vdc Brushless Submerged DC Pump 700L/H,550.00 EGP,Pump Designed for Complete Submersion in Water,/shop/dc-pump-jt750-700l-water-pump-jt-750-12vdc-brushless-submerged-dc-pump-700l-h-9221?page=12
Water Pump12Vdc 70W 240L/H Intelligent Micro Pump,575.00 EGP,Straight Pressure Type,/shop/dc-pump-70w-micro-water-pump12vdc-70w-240l-h-intelligent-micro-pump-9220?page=12
YX850 Power Failure Automatic Switching Standby Battery Module,175.00 EGP,"Input Voltage: DC 5-48V
ATS - Automatic Transfer Module Work with Lead Acid & Lithium Batteries",/shop/kit-yx850-ats-module-yx850-power-failure-automatic-switching-standby-battery-module-9219?page=12
XH-M203 Water Tank Level Controller Module 12V 10A,185.00 EGP,No description,/shop/kit-m203-water-level-xh-m203-water-tank-level-controller-module-12v-10a-9218?page=12
YYB-5 Motor Controller Board for Forward/Reverse Operation of 12V/24V Motors,650.00 EGP,With Dual Relay Delay Timing Cycle Module,/shop/kit-yyb5-motor-control-yyb-5-motor-controller-board-for-forward-reverse-operation-of-12v-24v-motors-9217?page=12
SHT31 Temperature & Humidity Sensor Module,195.00 EGP,No description,/shop/kit-sht31-sht31-temperature-humidity-sensor-module-9216?page=12
Arduino Shield - Logging Recorder Data Logger Module V1.0 - With Battery,175.00 EGP,,/shop/arduino-sh-data-logger-arduino-shield-logging-recorder-data-logger-module-v1-0-with-battery-9215?page=12
CP2112 Debug Board USB to I2C Communication Module,295.00 EGP,,/shop/kit-usb-i2c-cp2112-cp2112-debug-board-usb-to-i2c-communication-module-9214?page=12
ZK-MG PWM 5A 150W Motor Speed Control Switch Manual (5Vdc to 30Vdc) Panel Shape,275.00 EGP,Motor Governor With Digital Display,/shop/kit-pwm-zkmg-panel-zk-mg-pwm-5a-150w-motor-speed-control-switch-manual-5vdc-to-30vdc-panel-shape-9213?page=12
ZY-KPWM PWM Signal Generator 1-Channel Module 1Hz-150KHz Input DC 3.3-30V,400.00 EGP,Pulse Frequency Signal Generator Duty Cycle Adjustable Module,/shop/kit-pwm-1ch-signal-kpwm-zy-kpwm-pwm-signal-generator-1-channel-module-1hz-150khz-input-dc-3-3-30v-9212?page=12
DC-DC Step Down Voltage Converter Waterproof 30A 360W (36~60Vdc to Fixed Output 12Vdc/30A) SKU#DC112,"1,450.00 EGP",Buck Voltage Converter Waterproof,/shop/dc-dc-112-dc-dc-step-down-voltage-converter-waterproof-30a-360w-36-60vdc-to-fixed-output-12vdc-30a-sku-dc112-9211?page=13
DC-DC Step Up Voltage Converter Waterproof 10A 360W (9-32Vdc to 36Vdc) SKU#DC208,"1,450.00 EGP",Boost Converter Waterproof,/shop/dc-dc-208-dc-dc-step-up-voltage-converter-waterproof-10a-360w-9-32vdc-to-36vdc-sku-dc208-9210?page=13
DC-DC Step Up & Step Down Voltage Converter 20W (3.6~30Vdc to ±3~30Vdc) SKU#DC402,300.00 EGP,Buck & Boost Positive & Negative Voltage Converter,/shop/dc-dc-402-dc-dc-step-up-step-down-voltage-converter-20w-3-6-30vdc-to-3-30vdc-sku-dc402-9209?page=13
DC-DC Step Down Voltage Converter Adjustable 15A (10~55Vdc to 1~36Vdc) SKU#DC106,350.00 EGP,Buck Voltage Converter,/shop/dc-dc-106-dc-dc-step-down-voltage-converter-adjustable-15a-10-55vdc-to-1-36vdc-sku-dc106-9208?page=13
DC-DC 12V/5A Step Down Voltage Converter 5A MINI560 (5V~20Vdc to Fixed Output 12V/5A) SKU#DC111,55.00 EGP,Buck Voltage Converter - Mini Size,/shop/dc-dc-111-12v-dc-dc-12v-5a-step-down-voltage-converter-5a-mini560-5v-20vdc-to-fixed-output-12v-5a-sku-dc111-9207?page=13
DC-DC 5V/5A Step Down Voltage Converter 5A MINI560 (5V~20Vdc to Fixed Output 5V/5A) SKU#DC110,55.00 EGP,Buck Voltage Converter - Mini Size,/shop/dc-dc-110-5v-dc-dc-5v-5a-step-down-voltage-converter-5a-mini560-5v-20vdc-to-fixed-output-5v-5a-sku-dc110-9206?page=13
DC-DC Step Up Voltage Converter Adjustable 5A XL6019 (3~32Vdc to 5~35Vdc) SKU#DC207,85.00 EGP,Boost Converter,/shop/dc-dc-207-dc-dc-step-up-voltage-converter-adjustable-5a-xl6019-3-32vdc-to-5-35vdc-sku-dc207-9205?page=13
DIY Acrylic Robot Arm 4DOF Manipulator Mechanical Arm Kit,295.00 EGP,Unassembled Without Servo Motors (Requires 4 SG90S Servo Motors),/shop/ro-arm-diy-acrylic-without-diy-acrylic-robot-arm-4dof-manipulator-mechanical-arm-kit-9204?page=13
Enclosure For Raspberry Pi 5 - ABS Red/White Case (SKU#BOX5CO),185.00 EGP,,/shop/rpi5-box-color-enclosure-for-raspberry-pi-5-abs-red-white-case-sku-box5co-9203?page=13
Enclosure For Raspberry Pi 5 Stripe Metal Aluminum Case,375.00 EGP,Built-In Cooling Heatsink Pillars,/shop/rpi5-box-aluminum-enclosure-for-raspberry-pi-5-stripe-metal-aluminum-case-9202?page=13
Clear Acrylic SG90 Servo Mount Holder Bracket,20.00 EGP,No description,/shop/servo-bracket-sg90-clear-acrylic-sg90-servo-mount-holder-bracket-9201?page=13
Car Cigarette Lighter Male Plug Cable Connection,60.00 EGP,With Free Ends,/shop/wire-car-male-endless-car-cigarette-lighter-male-plug-cable-connection-9200?page=13
Battery Clip 9V to Crocodile Alligator Clip 15cm Long,20.00 EGP,Battery Snap,/shop/bt9-crocodile-15cm-battery-clip-9v-to-crocodile-alligator-clip-15cm-long-9199?page=13
PH70 - 10pin Female Head to Crocodile Alligator Clip 30cm Long,85.00 EGP,,/shop/ph70-f-cro-30cm-ph70-10pin-female-head-to-crocodile-alligator-clip-30cm-long-9198?page=13
PH71 - 10pin Male Head to Crocodile Alligator Clip 30cm Long,85.00 EGP,,/shop/ph71-m-cro-30cm-ph71-10pin-male-head-to-crocodile-alligator-clip-30cm-long-9197?page=13
MINI USB Host Shield 2.0 ADK - Support Google Android ADK,450.00 EGP,Based on MAX3421E USB Host Controller,/shop/kit-usb-host-adk-v2-mini-mini-usb-host-shield-2-0-adk-support-google-android-adk-9196?page=13
ZK-5AD 5A Dual DC Motor H-Bridge Drive Module,175.00 EGP,,/shop/kit-driver-dc-zk-5a-zk-5ad-5a-dual-dc-motor-h-bridge-drive-module-9195?page=13
TDS Meter Analog Sensor V1.0 - Total Dissolved Solids Sensor Meter,450.00 EGP,For Water Quality Testing,/shop/kit-tds-meter-tds-meter-analog-sensor-v1-0-total-dissolved-solids-sensor-meter-9194?page=13
PH02 Digital LCD PH Meter Pen,300.00 EGP,"PH Tester & Meter
Tester Range 0.00-14.00",/shop/ph02-ph-meter-ph02-digital-lcd-ph-meter-pen-9193?page=13
RPI-1031 Angle Sensor 4-DOF Four Directions Tilt Sensor,125.00 EGP,Attitude HM Module 4 Direction,/shop/sen-angle-rpi1031-rpi-1031-angle-sensor-4-dof-four-directions-tilt-sensor-9192?page=13
GY-9960-LLC Gesture & Touch Recognition Sensor,275.00 EGP,Chip APDS-9960,/shop/sen-gesture-gy9960-gy-9960-llc-gesture-touch-recognition-sensor-9191?page=13
Kit MCP2551 High-Speed CAN Bus Module,100.00 EGP,No description,/shop/kit-mcp2551-kit-mcp2551-high-speed-can-bus-module-9190?page=13
Mini Solar Panel 1.32 Watt 5V/230mA,175.00 EGP,Size: 100.8x82.5 mm,/shop/sc-5v-100x82-mini-solar-panel-1-32-watt-5v-230ma-9189?page=13
3M™ 9448A Double Sided Adhesive PE Foam Pad Tape,5.00 EGP,Double Coated Tissue Tape - Thickness 1mm,/shop/3m-tm-9448a-double-sided-adhesive-pe-foam-pad-tape-9187?page=13
3D Printer M6*30 Nozzle Throat With Teflon Tube for 1.75mm MK8 Extruder,40.00 EGP,,/shop/kit-3d-1010-3d-printer-m6-30-nozzle-throat-with-teflon-tube-for-1-75mm-mk8-extruder-9186?page=13
Aluminum Base Heatsink For SMD LED 1W-3W-5W Size 20mm,3.50 EGP,"For 1W, 3W & 5W SMD LED",/shop/hs-led-smd-aluminum-base-heatsink-for-smd-led-1w-3w-5w-size-20mm-9185?page=13
Heatsink Cooling Set for Raspberry Pi 5B Board - White,75.00 EGP,5 Pieces Adhesive,/shop/hs-p5-white-heatsink-cooling-set-for-raspberry-pi-5b-board-white-9184?page=13
Heatsink Cooling Set for Raspberry Pi 5B Board - Gold (Aluminum & Copper),145.00 EGP,5 Pieces Adhesive,/shop/hs-p5-gold-heatsink-cooling-set-for-raspberry-pi-5b-board-gold-aluminum-copper-9183?page=13
Raspberry Pi 5 Complete Active Cooler Set,495.00 EGP,"Designed for Raspberry Pi 5
Pi5 Active Cooler C",/shop/hs-p5-active-set-raspberry-pi-5-complete-active-cooler-set-9182?page=13
RIDEN DPS5005-BT Bluetooth & USB Programmable Power Supply With Color LCD Voltmeter 0~50V 0~5A,"2,250.00 EGP","DPS5005-BT DC-DC Step Down Buck Voltage Converter
With PC Software & Mobile App",/shop/dps5005-bt-usb-riden-dps5005-bt-bluetooth-usb-programmable-power-supply-with-color-lcd-voltmeter-0-50v-0-5a-9180?page=13
RIDEN DPS5015-BT Bluetooth & USB Programmable Power Supply With Color LCD Voltmeter 0~50V 0~15A,"3,350.00 EGP","DPS5015-BT DC-DC Step Down Buck Voltage Converter
With PC Software & Mobile App",/shop/dps5015-bt-usb-all-riden-dps5015-bt-bluetooth-usb-programmable-power-supply-with-color-lcd-voltmeter-0-50v-0-15a-9179?page=14
T-Tap Size T2 (1.5mm² - 2.5mm²) Wire Connector Bridge to Connect Without Cutting Wires,4.50 EGP,"Quick Splice For Wire Size 1.5-2.5mm²
Break-free & Stripping-Free Terminal",/shop/termila-wire-t2-tap-blue-t-tap-size-t2-1-5mm2-2-5mm2-wire-connector-bridge-to-connect-without-cutting-wires-9178?page=14
T-Tap Size T1 (0.5mm² - 1.5mm²) Wire Connector Bridge to Connect Without Cutting Wires,4.00 EGP,"Quick Splice For Wire Size 0.5-1.5mm²
Break-free & Stripping-Free Terminal",/shop/termila-wire-t1-tap-red-t-tap-size-t1-0-5mm2-1-5mm2-wire-connector-bridge-to-connect-without-cutting-wires-9177?page=14
SV2-3 Insulated Fork Electrical Crimp Terminal Connector,1.25 EGP,No description,/shop/sv2-3-insulated-fork-electrical-crimp-terminal-connector-9176?page=14
RV2-4 Insulated Ring Electrical Crimp Terminal Connector,1.00 EGP,No description,/shop/rv2-4-insulated-ring-electrical-crimp-terminal-connector-9175?page=14
RV2-3.5 Insulated Ring Electrical Crimp Terminal Connector,1.00 EGP,No description,/shop/rv2-3-5-insulated-ring-electrical-crimp-terminal-connector-9174?page=14
MDD5.5-250 Insulated 6.3mm Male Blade Electrical Crimp Terminal Connector,2.00 EGP,AWG12-10 4.0-6.0mm2,/shop/mdd5-5-250-insulated-6-3mm-male-blade-electrical-crimp-terminal-connector-9173?page=14
WAGO LT-223-12 - 12 in 12 out Stationary Type Universal Compact Wire Wiring Connector,75.00 EGP,Conductor terminal block with lever,/shop/wago-lt223-12-wago-lt-223-12-12-in-12-out-stationary-type-universal-compact-wire-wiring-connector-9172?page=14
WAGO LT-223-10 - 10 in 10 out Stationary Type Universal Compact Wire Wiring Connector,60.00 EGP,Conductor terminal block with lever,/shop/wago-lt223-10-wago-lt-223-10-10-in-10-out-stationary-type-universal-compact-wire-wiring-connector-9171?page=14
WAGO LT-223-8 - 8 in 8 out Stationary Type Universal Compact Wire Wiring Connector,45.00 EGP,Conductor terminal block with lever,/shop/wago-lt223-8-wago-lt-223-8-8-in-8-out-stationary-type-universal-compact-wire-wiring-connector-9170?page=14
WAGO LT-223-6 - 6 in 6 out Stationary Type Universal Compact Wire Wiring Connector,40.00 EGP,Conductor terminal block with lever,/shop/wago-lt223-6-wago-lt-223-6-6-in-6-out-stationary-type-universal-compact-wire-wiring-connector-9169?page=14
Switch On/Off PBS-17A 10mm - Self Locking,28.00 EGP,No description,/shop/switch-on-off-pbs-17a-10mm-self-locking-9168?page=14
"NX8048P070-011C-Y Intelligent Series HMI LCD 7"" With Frame","6,500.00 EGP","Nextion Display Capacitive Touch Screen, UART 800 x 480
Human Machine Interface LCD",/shop/hmi-nx8048p070c-y-frame-nx8048p070-011c-y-intelligent-series-hmi-lcd-7-with-frame-9167?page=14
LCD HDMI 10 inch 1024x600 Touch Screen With Audio Speakers,"5,950.00 EGP","10"" LCD For Raspberry Pi, PC, or any HDMI output device
Capacitive Touchscreen
10.1inch HDMI Display-H",/shop/lcd-hdmi-10-audio-1024-lcd-hdmi-10-inch-1024x600-touch-screen-with-audio-speakers-9166?page=14
Lithium 3S 18650 Battery Capacity Level Indicator Module,55.00 EGP,For Lithium Polymer Li-Po Batteries,/shop/kit-indicator-3s-18650-lithium-3s-18650-battery-capacity-level-indicator-module-9165?page=14
Lithium 2S 18650 Battery Capacity Level Indicator Module,55.00 EGP,For Lithium Polymer Li-Po Batteries,/shop/kit-indicator-2s-18650-lithium-2s-18650-battery-capacity-level-indicator-module-9164?page=14
Lithium 1S 18650 Battery Capacity Level Indicator Module,55.00 EGP,For Lithium Polymer Li-Po Batteries,/shop/kit-indicator-1s-18650-lithium-1s-18650-battery-capacity-level-indicator-module-9163?page=14
"7 Segment (4x1) 0.36"" Common Cathode",16.00 EGP,3461AS-1 RED,/shop/7seg0-36x4-cathode-7-segment-4x1-0-36-common-cathode-9162?page=14
"7 Segment (2x1) 0.56"" Common Cathode",15.00 EGP,5621AS-1 RED,/shop/7seg0-56x2-cathode-7-segment-2x1-0-56-common-cathode-9161?page=14
IR SMD LED 10W - Infrared High Power LED 940nm,350.00 EGP,No description,/shop/ir-led-10w-940nm-ir-smd-led-10w-infrared-high-power-led-940nm-9160?page=14
LED SMD 50W High Power White,295.00 EGP,6000-6500K,/shop/led-smd-50w-led-smd-50w-high-power-white-9159?page=14
LED SMD 30W High Power White,225.00 EGP,6000-6500K,/shop/led-smd-30w-led-smd-30w-high-power-white-9158?page=14
LED SMD 20W High Power White,195.00 EGP,6000-6500K,/shop/led-smd-20w-led-smd-20w-high-power-white-9157?page=14
XD10-3 AC220V RED Small LED Signal Indicator Light 10mm,7.00 EGP,Pilot Signal Light Lamp,/shop/xd10-3-220vac-red-xd10-3-ac220v-red-small-led-signal-indicator-light-10mm-9156?page=14
XD10-3 DC12V Green Small LED Signal Indicator Light 10mm,7.00 EGP,Pilot Signal Light Lamp,/shop/xd10-3-12vdc-green-xd10-3-dc12v-green-small-led-signal-indicator-light-10mm-9155?page=14
XD10-3 DC12V RED Small LED Signal Indicator Light 10mm,7.00 EGP,Pilot Signal Light Lamp,/shop/xd10-3-12vdc-red-xd10-3-dc12v-red-small-led-signal-indicator-light-10mm-9154?page=14
LED 3mm Plastic Cover - LED Bezel Holder,3.00 EGP,Lamp Protection Seat Shell,/shop/cover-led-plastic-3mm-led-3mm-plastic-cover-led-bezel-holder-9153?page=14
LED 5mm Plastic Cover - LED Bezel Holder,4.00 EGP,Lamp Protection Seat Shell,/shop/cover-led-plastic-5mm-led-5mm-plastic-cover-led-bezel-holder-9152?page=14
Plastic Hex Spacer 12mm F/F - Standoff Spacer,1.75 EGP,Nylon Hexagonal Pillar M3*12mm,/shop/spacer-plastic-12ff-plastic-hex-spacer-12mm-f-f-standoff-spacer-9149?page=14
BMS 16 String 60V/40A,950.00 EGP,"Original MOSFET Transistors
18650 Cell Lithium Battery Protection Board 60V Current Peak 40A Over-Current Protection",/shop/bms-16s-40a-bms-16-string-60v-40a-9148?page=14
BMS 2 String 7.4V/10A,65.00 EGP,"Original MOSFET Transistors
18650 Cell Lithium Battery Protection Board 7.4V Current Peak 10A Over-Current Protection",/shop/bms-2s-10a-bms-2-string-7-4v-10a-9147?page=15
Power Bank Module Type C USB 5V/2A Boost Converter,60.00 EGP,Step-Up Power Module With Lithium Battery Charging Protection Board,/shop/kit-bank-c-type-power-bank-module-type-c-usb-5v-2a-boost-converter-9146?page=15
High Precision Digital Frequency Tachometer Panel With Hall Sensor CF5135C-Z,950.00 EGP,"Motor Speed Meter RPM Measurement Tester 10~9999 RPM
Working Voltage 8-24Vdc",/shop/panel-tachometer-cf5135c-z-high-precision-digital-frequency-tachometer-panel-with-hall-sensor-cf5135c-z-9145?page=15
Car Battery Charge Level Indicator & Lithium Battery Capacity Meter Panel (SKU# XL6000),85.00 EGP,"With a Voltage Meter
For Battery 12V 24V 36V 48V 60V 72V",/shop/panel-bat-xl6000-car-battery-charge-level-indicator-lithium-battery-capacity-meter-panel-sku-xl6000-9144?page=15
Digital Voltage & Battery Capacity Meter Panel For Lead Acid Battery 12V With Dual USB Output 5V 2A (SKU#PQV58A),175.00 EGP,Input Voltage DC 6V - 30V,/shop/panel-bat-pqv58a-2xusb-digital-voltage-battery-capacity-meter-panel-for-lead-acid-battery-12v-with-dual-usb-output-5v-2a-sku-pqv58a-9143?page=15
Digital Round Panel Voltage Meter DC 4~100V,65.00 EGP,Red Color Display,/shop/panel-round-100v-digital-round-panel-voltage-meter-dc-4-100v-9138?page=15
2040 Aluminum Profile Accessory - Plastic Ends Cap Cover 20x40mm,6.00 EGP,,/shop/sy2040-cap-2040-aluminum-profile-accessory-plastic-ends-cap-cover-20x40mm-9137?page=15
2020 Aluminum Profile Accessory - Plastic Ends Cap Cover 20x20mm,5.00 EGP,,/shop/sy2020-cap-2020-aluminum-profile-accessory-plastic-ends-cap-cover-20x20mm-9136?page=15
GT2 Double Head 20 Teeth Bore 5mm Timing Aluminum Pulley,50.00 EGP,Fit GT2 6mm open timing belt,/shop/gt2-double-5mm-20teeth-gt2-double-head-20-teeth-bore-5mm-timing-aluminum-pulley-9135?page=15
Aluminum Blue Small Coupling Size L25xD14mm - Inner Diameters 5x8mm,25.00 EGP,Motor Shaft Coupler,/shop/w5x8-d14-l25-aluminum-blue-small-coupling-size-l25xd14mm-inner-diameters-5x8mm-9134?page=15
948DQ-I Solder Fume Extractor Fan,"1,750.00 EGP",No description,/shop/948dqi-extractor-fan-948dq-i-solder-fume-extractor-fan-9131?page=15
"Pro'sKit® 1PK-709DS Dual Color Long Nose Plier 166mm (6.5"")",475.00 EGP,Made in Taiwan,/shop/1pk709ds-long-nose-plier-pro-skit-r-1pk-709ds-dual-color-long-nose-plier-166mm-6-5-9130?page=15
Pro'sKit® 1PK-067DS Dual Color Side Cutting Plier 165mm,475.00 EGP,Made in Taiwan,/shop/1pk067ds-cutting-plier-pro-skit-r-1pk-067ds-dual-color-side-cutting-plier-165mm-9129?page=15
Pro'sKit® 1PK-501A Micro Cutting Plier (90mm),450.00 EGP,Made in Taiwan,/shop/1pk501a-micro-stripper-pro-skit-r-1pk-501a-micro-cutting-plier-90mm-9128?page=15
Pro'sKit® CP-080E Wire Stripping Tool,475.00 EGP,Stripping Flexible Cable From 0.2~4mm²,/shop/cp080e-wire-stripper-pro-skit-r-cp-080e-wire-stripping-tool-9127?page=15
Pro'sKit® PK-2802 - 1000V Insulated Plier & Screwdriver Set,"2,950.00 EGP",Certified to IEC/DIN EN 60900 1000V VDE safety standards,/shop/pk2802-insulated-1000v-set-pro-skit-r-pk-2802-1000v-insulated-plier-screwdriver-set-9126?page=15
Pro'sKit® SD-9857M 57 in 1 Screwdriver Set,"1,100.00 EGP",No description,/shop/sd9857m-screwdriver-kit-pro-skit-r-sd-9857m-57-in-1-screwdriver-set-9125?page=15
"Pro'sKit® PD-151 Electronic Caliper Digital Vernier Caliper - High Accuracy - Micrometer 150mm/6""","1,450.00 EGP","150mm/6"" & 0.01mm/0.0005""",/shop/pd151-vernier-150mm-pro-skit-r-pd-151-electronic-caliper-digital-vernier-caliper-high-accuracy-micrometer-150mm-6-9124?page=15
Pro'sKit® CP-335N CAT5/6/7 Modular Plug Crimping Tool,"1,250.00 EGP",3 In 1 Cut / Strip / Crimp,/shop/cp335n-cat7-crimping-tool-pro-skit-r-cp-335n-cat5-6-7-modular-plug-crimping-tool-9123?page=15
JAKEMY® JKM8183 - 145 in 1 Professional Screwdriver Set,"1,100.00 EGP",No description,/shop/screw-jkm8183-jakemy-r-jkm8183-145-in-1-professional-screwdriver-set-9120?page=15
SUNKKO® GLITTER 801 Welding Needle #70A (11.5mm) (Spare Part),55.00 EGP,Handle Small Needle Pin For Battery Spot Welding Machine & Spot Welder Pulse Machine,/shop/spot-801-70a-needle-sunkko-r-glitter-801-welding-needle-70a-11-5mm-spare-part-9119?page=15
SUNKKO® GLITTER 801A Battery Spot Welder Capacitor Energy Storage Pulse Welding Machine,"6,500.00 EGP","Pulse Power: 10.6KW (Peak) & Trigger Mode: AT
Spot Welder Pulse Machine",/shop/spot-welding-glitter-801a-sunkko-r-glitter-801a-battery-spot-welder-capacitor-energy-storage-pulse-welding-machine-9118?page=15
SUNKKO® GLITTER 801B Battery Spot Welder Capacitor Energy Storage Pulse Welding Machine,"8,500.00 EGP","Pulse Power: 11.6KW (Peak) & Trigger Mode: AT/MT
Spot Welder Pulse Machine",/shop/spot-welding-glitter-801b-sunkko-r-glitter-801b-battery-spot-welder-capacitor-energy-storage-pulse-welding-machine-9117?page=15
SUNKKO® 709A Big Welding Needle Copper (Spare Part),85.00 EGP,Handle Pen Big Needle For Battery Spot Welding Machine & Spot Welder Pulse Machine,/shop/spot-709a-big-needle-sunkko-r-709a-big-welding-needle-copper-spare-part-9116?page=15
SUNKKO® 709A Welding Needle #70B (9mm) (Spare Part),50.00 EGP,Handle Small Needle Pin For Battery Spot Welding Machine & Spot Welder Pulse Machine,/shop/spot-709a-70b-needle-sunkko-r-709a-welding-needle-70b-9mm-spare-part-9115?page=15
SUNKKO® 709A Spot Welding Pen - Complete Handle (Spare Part),"1,950.00 EGP",Handle For Battery Spot Welding Machine & Spot Welder Pulse Machine,/shop/spot-709a-handle-sunkko-r-709a-spot-welding-pen-complete-handle-spare-part-9114?page=15
JDS6660-50MHz Digital Control Dual-Channel DDS Signal/Function Generator,"7,150.00 EGP",Function Generator JDS-6600 Series,/shop/jds6650-50mhz-jds6660-50mhz-digital-control-dual-channel-dds-signal-function-generator-9113?page=15
